alpha_z,epsilon,seed,ate_lower,ate_upper,ate_width,true_ate,coverage,cate_width_z0,cate_width_z1,feasible,lp_status,instrument_strength
3.0,0.1,47,0.056148532336776136,0.3720344823140203,0.3158859499772442,0.2131249618505535,True,0.3622860962854537,0.26948580366903463,True,optimal,0.39610349893687524
3.0,0.1,42,0.07488136353140229,0.36636953632641833,0.29148817279501604,0.2131249618505535,True,0.30423389113356625,0.27874245445646584,True,optimal,0.393157675922129
3.0,0.1,48,0.03819920350554723,0.3637495507520826,0.32555034724653537,0.2131249618505535,True,0.3181493403125506,0.33295135418052013,True,optimal,0.4010070539862607
3.0,0.1,46,0.06658002272884744,0.34843233261735784,0.2818523098885104,0.2131249618505535,True,0.29370991899786225,0.26999470077915855,True,optimal,0.4060071849611495
3.0,0.1,50,0.06160920982985452,0.3574426943623184,0.2958334845324639,0.2131249618505535,True,0.29833350911799306,0.2933334599469347,True,optimal,0.4027375329877477
3.0,0.1,51,0.05154943684848978,0.3692006178628293,0.31765118101433953,0.2131249618505535,True,0.3212787557696444,0.3140236062590347,True,optimal,0.3947084942371444
3.0,0.1,52,0.06821744626471599,0.3738140210657164,0.3055965748010004,0.2131249618505535,True,0.30524365326822567,0.3059494963337751,True,optimal,0.401044376145819
3.0,0.1,49,0.05537324100106211,0.3514310468557015,0.29605780585463937,0.2131249618505535,True,0.2906641441033164,0.3014514676059623,True,optimal,0.4010737044178426
3.0,0.1,53,0.08576665313370563,0.38146472017562255,0.2956980670419169,0.2131249618505535,True,0.30835596163478207,0.2830401724490518,True,optimal,0.39425267737867475
3.0,0.1,55,0.05059632605157549,0.38243089058780916,0.33183456453623367,0.2131249618505535,True,0.3169547057469255,0.3467144233255418,True,optimal,0.3961570265918093
3.0,0.1,57,0.058526184855830776,0.34167012423299237,0.2831439393771616,0.2131249618505535,True,0.2840120665748599,0.2822758121794633,True,optimal,0.3962586019742125
3.0,0.1,54,0.07694572571957287,0.33919977955920577,0.2622540538396329,0.2131249618505535,True,0.24768438474369436,0.27682372293557145,True,optimal,0.4055913177206957
3.0,0.1,56,0.028133979845164525,0.36071068946198553,0.332576709616821,0.2131249618505535,True,0.3472607957038435,0.3178926235297985,True,optimal,0.40619800815464213
3.0,0.1,59,0.06504013951605803,0.35557895432960807,0.29053881481355004,0.2131249618505535,True,0.2716200541494028,0.30945757547769726,True,optimal,0.39894197259168307
3.0,0.1,58,0.03540760036161622,0.3753504559705444,0.3399428556089282,0.2131249618505535,True,0.3366644033469308,0.34322130787092553,True,optimal,0.39864614053411984
3.0,0.1,61,0.057616855182060556,0.36605555602813217,0.3084387008460716,0.2131249618505535,True,0.3071178406418581,0.3097595610502851,True,optimal,0.3951097015363607
3.0,0.1,62,0.05932792082598831,0.3761598980000835,0.31683197717409517,0.2131249618505535,True,0.31267534397477137,0.32098861037341897,True,optimal,0.4022819856555758
3.0,0.1,63,0.07809274624337514,0.3604165137255965,0.2823237674822214,0.2131249618505535,True,0.2974860411350302,0.26716149382941257,True,optimal,0.39540801466639275
3.0,0.1,64,0.0529687986880249,0.34909229363820693,0.29612349495018203,0.2131249618505535,True,0.273354970278182,0.31889201962218205,True,optimal,0.40926160330464
3.0,0.1,60,0.06946537602480274,0.3494124842741711,0.27994710824936836,0.2131249618505535,True,0.30749663395291027,0.25239758254582645,True,optimal,0.3976076636172261
3.0,0.1,66,0.06985177604627313,0.34767952017952014,0.277827744133247,0.2131249618505535,True,0.30503544951651684,0.2506200387499772,True,optimal,0.41023876065217546
3.0,0.1,67,0.023865082439991525,0.34869737002663365,0.3248322875866421,0.2131249618505535,True,0.31123641053556284,0.3384281646377214,True,optimal,0.3896925068547612
3.0,0.1,70,0.05443428602701883,0.3656832216994134,0.3112489356723946,0.2131249618505535,True,0.30936444291056087,0.3131334284342283,True,optimal,0.40759187788985085
3.0,0.1,68,0.05625462356268596,0.3770981620888488,0.3208435385261628,0.2131249618505535,True,0.34022987509144254,0.3014572019608831,True,optimal,0.4008300971953399
3.0,0.1,69,0.060014552081312234,0.35336862772886307,0.29335407564755084,0.2131249618505535,True,0.31014971551436754,0.27655843578073414,True,optimal,0.39616272019626697
3.0,0.1,65,0.07916596765779571,0.3806622772119611,0.3014963095541654,0.2131249618505535,True,0.30743947898116886,0.29555314012716194,True,optimal,0.40201005025125625
3.0,0.1,71,0.07716088883537114,0.35460900114758587,0.2774481123122147,0.2131249618505535,True,0.261644146974647,0.29325207764978245,True,optimal,0.4039574788549415
3.0,0.1,72,0.05188853929270004,0.3690237392743656,0.31713519998166556,0.2131249618505535,True,0.31329856941697143,0.3209718305463597,True,optimal,0.40398612402697964
3.0,0.1,74,0.0710052503297891,0.37215902813060053,0.30115377780081143,0.2131249618505535,True,0.3122404042915068,0.29006715131011607,True,optimal,0.3988621809334897
3.0,0.1,73,0.05606840319294554,0.3674888342885001,0.31142043109555456,0.2131249618505535,True,0.3117767202329593,0.3110641419581498,True,optimal,0.39753848194612473
3.0,0.1,75,0.043001703611964315,0.3727635646467176,0.3297618610347533,0.2131249618505535,True,0.3251175359152091,0.3344061861542975,True,optimal,0.3931909176768512
3.0,0.1,76,0.06643842704077557,0.3510386956655416,0.284600268624766,0.2131249618505535,True,0.2681008881647977,0.3010996490847343,True,optimal,0.3977271781769167
3.0,0.1,79,0.0407077067291422,0.3578680290643621,0.3171603223352199,0.2131249618505535,True,0.30665985805053875,0.32766078661990106,True,optimal,0.39819086987616104
3.0,0.1,77,0.07073087927884497,0.36468800773040644,0.29395712845156147,0.2131249618505535,True,0.3038078824061905,0.28410637449693243,True,optimal,0.40889472020992756
3.0,0.1,78,0.07669829753347018,0.3583646456611621,0.2816663481276919,0.2131249618505535,True,0.28430709869831783,0.279025597557066,True,optimal,0.4037747076356203
3.0,0.1,81,0.06672841465697754,0.3459271823250744,0.27919876766809687,0.2131249618505535,True,0.24958635259962691,0.3088111827365668,True,optimal,0.41138418525201237
3.0,0.1,82,0.0719109585187504,0.36493416564985226,0.29302320713110186,0.2131249618505535,True,0.29086386226966754,0.2951825519925362,True,optimal,0.3955456383428768
3.0,0.1,83,0.05862468496373818,0.3607375329936305,0.3021128480298923,0.2131249618505535,True,0.29068031670172834,0.31354537935805626,True,optimal,0.41635389004831347
3.0,0.1,85,0.0652403147535296,0.3380364206351933,0.2727961058816637,0.2131249618505535,True,0.27243720681076844,0.27315500495255896,True,optimal,0.397236103604673
3.0,0.1,84,0.07829603016122078,0.3566628508727929,0.27836682071157215,0.2131249618505535,True,0.26757186123872,0.2891617801844243,True,optimal,0.3965902067625857
3.0,0.1,86,0.06043457694826193,0.38071744058249757,0.32028286363423564,0.2131249618505535,True,0.29832463019109456,0.3422410970773767,True,optimal,0.4060950384131934
3.0,0.1,80,0.05571018589637339,0.36612173630502093,0.31041155040864754,0.2131249618505535,True,0.31144413852345576,0.3093789622938393,True,optimal,0.3968630511769039
3.0,0.1,89,0.08824621049656389,0.37270473218757044,0.28445852169100655,0.2131249618505535,True,0.2711788259833531,0.29773821739866,True,optimal,0.391823942846134
3.0,0.1,88,0.06667982935552269,0.36232194013635394,0.29564211078083125,0.2131249618505535,True,0.30355428423568453,0.28772993732597796,True,optimal,0.38987809664427764
3.0,0.1,91,0.061144616469680946,0.373996010452088,0.3128513939824071,0.2131249618505535,True,0.30267481567044074,0.3230279722943734,True,optimal,0.40700122335354916
3.0,0.1,87,0.03768971916237707,0.34531149334283584,0.3076217741804588,0.2131249618505535,True,0.32460746581315403,0.2906360825477635,True,optimal,0.3977983801854217
3.0,0.15,42,-0.0251186364685978,0.4663695363264184,0.4914881727950162,0.2131249618505535,True,0.5042338911335664,0.478742454456466,True,optimal,0.393157675922129
3.0,0.15,43,-0.06955138539145628,0.46317646077930247,0.5327278461707587,0.2131249618505535,True,0.5258303523465606,0.5396253399949569,True,optimal,0.38566452230750026
3.0,0.1,90,0.06474411085881954,0.3618992109147255,0.29715510005590595,0.2131249618505535,True,0.3173669423851252,0.2769432577266867,True,optimal,0.4000140003500088
3.0,0.15,45,-0.04595758691664187,0.452353927263763,0.49831151418040487,0.2131249618505535,True,0.4777362212023222,0.5188868071584876,True,optimal,0.38351950515759536
3.0,0.15,44,-0.048862846598960064,0.4427532293159945,0.49161607591495454,0.2131249618505535,True,0.4879271018430731,0.495305049986836,True,optimal,0.40805791120614043
3.0,0.15,47,-0.04385146766322395,0.4720344823140204,0.5158859499772444,0.2131249618505535,True,0.5622860962854539,0.4694858036690348,True,optimal,0.39610349893687524
3.0,0.15,46,-0.033419977271152645,0.44843233261735793,0.4818523098885106,0.2131249618505535,True,0.49370991899786243,0.4699947007791587,True,optimal,0.4060071849611495
3.0,0.15,49,-0.044626758998937976,0.45143104685570157,0.49605780585463954,0.2131249618505535,True,0.4906641441033166,0.5014514676059625,True,optimal,0.4010737044178426
3.0,0.15,50,-0.03839079017014557,0.4574426943623185,0.49583348453246406,0.2131249618505535,True,0.49833350911799323,0.4933334599469349,True,optimal,0.4027375329877477
3.0,0.15,48,-0.06180079649445286,0.4637495507520827,0.5255503472465355,0.2131249618505535,True,0.5181493403125508,0.5329513541805203,True,optimal,0.4010070539862607
3.0,0.15,52,-0.0317825537352841,0.47381402106571646,0.5055965748010005,0.2131249618505535,True,0.5052436532682258,0.5059494963337753,True,optimal,0.401044376145819
3.0,0.15,51,-0.048450563151510306,0.4692006178628294,0.5176511810143397,0.2131249618505535,True,0.5212787557696446,0.5140236062590349,True,optimal,0.3947084942371444
3.0,0.15,54,-0.023054274280427223,0.43919977955920586,0.4622540538396331,0.2131249618505535,True,0.44768438474369454,0.4768237229355716,True,optimal,0.4055913177206957
3.0,0.15,55,-0.0494036739484246,0.48243089058780925,0.5318345645362339,0.2131249618505535,True,0.5169547057469257,0.546714423325542,True,optimal,0.3961570265918093
3.0,0.15,53,-0.01423334686629446,0.48146472017562264,0.4956980670419171,0.2131249618505535,True,0.5083559616347822,0.48304017244905195,True,optimal,0.39425267737867475
3.0,0.15,56,-0.07186602015483556,0.4607106894619856,0.5325767096168212,0.2131249618505535,True,0.5472607957038437,0.5178926235297987,True,optimal,0.40619800815464213
3.0,0.15,57,-0.04147381514416931,0.44167012423299246,0.48314393937716177,0.2131249618505535,True,0.48401206657486007,0.48227581217946347,True,optimal,0.3962586019742125
3.0,0.15,59,-0.03495986048394206,0.45557895432960815,0.4905388148135502,0.2131249618505535,True,0.471620054149403,0.5094575754776974,True,optimal,0.39894197259168307
3.0,0.15,58,-0.06459239963838387,0.4753504559705445,0.5399428556089283,0.2131249618505535,True,0.536664403346931,0.5432213078709257,True,optimal,0.39864614053411984
3.0,0.15,61,-0.04238314481793953,0.46605555602813226,0.5084387008460718,0.2131249618505535,True,0.5071178406418583,0.5097595610502853,True,optimal,0.3951097015363607
3.0,0.15,62,-0.04067207917401178,0.47615989800008357,0.5168319771740953,0.2131249618505535,True,0.5126753439747715,0.5209886103734191,True,optimal,0.4022819856555758
3.0,0.15,64,-0.04703120131197519,0.449092293638207,0.4961234949501822,0.2131249618505535,True,0.4733549702781822,0.5188920196221822,True,optimal,0.40926160330464
3.0,0.15,60,-0.03053462397519735,0.4494124842741712,0.47994710824936854,0.2131249618505535,True,0.5074966339529104,0.4523975825458266,True,optimal,0.3976076636172261
3.0,0.15,66,-0.03014822395372696,0.44767952017952023,0.4778277441332472,0.2131249618505535,True,0.505035449516517,0.45062003874997736,True,optimal,0.41023876065217546
3.0,0.15,65,-0.02083403234220438,0.4806622772119612,0.5014963095541656,0.2131249618505535,True,0.507439478981169,0.4955531401271621,True,optimal,0.40201005025125625
3.0,0.15,67,-0.07613491756000856,0.44869737002663374,0.5248322875866422,0.2131249618505535,True,0.511236410535563,0.5384281646377216,True,optimal,0.3896925068547612
3.0,0.15,63,-0.021907253756624945,0.4604165137255966,0.48232376748222155,0.2131249618505535,True,0.49748604113503037,0.46716149382941274,True,optimal,0.39540801466639275
3.0,0.15,68,-0.04374537643731413,0.47709816208884887,0.5208435385261629,0.2131249618505535,True,0.5402298750914427,0.5014572019608833,True,optimal,0.4008300971953399
3.0,0.15,69,-0.039985447918687855,0.45336862772886316,0.493354075647551,0.2131249618505535,True,0.5101497155143677,0.4765584357807343,True,optimal,0.39616272019626697
3.0,0.15,70,-0.04556571397298126,0.4656832216994135,0.5112489356723948,0.2131249618505535,True,0.509364442910561,0.5131334284342285,True,optimal,0.40759187788985085
3.0,0.15,73,-0.04393159680705455,0.4674888342885002,0.5114204310955548,0.2131249618505535,True,0.5117767202329595,0.51106414195815,True,optimal,0.39753848194612473
3.0,0.15,74,-0.028994749670210984,0.4721590281306006,0.5011537778008116,0.2131249618505535,True,0.512240404291507,0.49006715131011624,True,optimal,0.3988621809334897
3.0,0.15,72,-0.04811146070730005,0.4690237392743657,0.5171351999816658,0.2131249618505535,True,0.5132985694169716,0.5209718305463599,True,optimal,0.40398612402697964
3.0,0.15,71,-0.022839111164628945,0.45460900114758596,0.4774481123122149,0.2131249618505535,True,0.4616441469746472,0.4932520776497826,True,optimal,0.4039574788549415
3.0,0.15,77,-0.029269120721155117,0.4646880077304065,0.49395712845156164,0.2131249618505535,True,0.5038078824061907,0.4841063744969326,True,optimal,0.40889472020992756
3.0,0.15,75,-0.056998296388035774,0.4727635646467177,0.5297618610347534,0.2131249618505535,True,0.5251175359152093,0.5344061861542977,True,optimal,0.3931909176768512
3.0,0.15,80,-0.0442898141036267,0.466121736305021,0.5104115504086477,0.2131249618505535,True,0.5114441385234559,0.5093789622938395,True,optimal,0.3968630511769039
3.0,0.15,78,-0.023301702466529906,0.4583646456611622,0.4816663481276921,0.2131249618505535,True,0.484307098698318,0.4790255975570662,True,optimal,0.4037747076356203
3.0,0.15,76,-0.03356157295922452,0.45103869566554167,0.4846002686247662,0.2131249618505535,True,0.4681008881647979,0.5010996490847345,True,optimal,0.3977271781769167
3.0,0.15,79,-0.05929229327085789,0.4578680290643622,0.5171603223352201,0.2131249618505535,True,0.5066598580505389,0.5276607866199012,True,optimal,0.39819086987616104
3.0,0.15,81,-0.03327158534302255,0.4459271823250745,0.47919876766809705,0.2131249618505535,True,0.4495863525996271,0.508811182736567,True,optimal,0.41138418525201237
3.0,0.15,83,-0.041375315036261906,0.46073753299363057,0.5021128480298924,0.2131249618505535,True,0.4906803167017285,0.5135453793580564,True,optimal,0.41635389004831347
3.0,0.15,85,-0.034759685246470495,0.4380364206351934,0.4727961058816639,0.2131249618505535,True,0.4724372068107686,0.47315500495255913,True,optimal,0.397236103604673
3.0,0.15,82,-0.028089041481249688,0.46493416564985235,0.49302320713110204,0.2131249618505535,True,0.4908638622696677,0.49518255199253636,True,optimal,0.3955456383428768
3.0,0.15,86,-0.03956542305173816,0.48071744058249766,0.5202828636342358,0.2131249618505535,True,0.49832463019109474,0.5422410970773769,True,optimal,0.4060950384131934
3.0,0.15,88,-0.0333201706444774,0.462321940136354,0.4956421107808314,0.2131249618505535,True,0.5035542842356847,0.48772993732597814,True,optimal,0.38987809664427764
3.0,0.15,89,-0.011753789503436196,0.47270473218757053,0.4844585216910067,0.2131249618505535,True,0.47117882598335326,0.4977382173986602,True,optimal,0.391823942846134
3.0,0.15,84,-0.021703969838779313,0.456662850872793,0.4783668207115723,0.2131249618505535,True,0.4675718612387202,0.48916178018442447,True,optimal,0.3965902067625857
3.0,0.15,87,-0.06231028083762302,0.44531149334283593,0.507621774180459,0.2131249618505535,True,0.5246074658131542,0.4906360825477637,True,optimal,0.3977983801854217
3.0,0.15,91,-0.03885538353031914,0.4739960104520881,0.5128513939824073,0.2131249618505535,True,0.5026748156704409,0.5230279722943736,True,optimal,0.40700122335354916
3.0,0.15,90,-0.03525588914118055,0.4618992109147256,0.49715510005590613,0.2131249618505535,True,0.5173669423851254,0.4769432577266869,True,optimal,0.4000140003500088
3.0,0.2,43,-0.1695513853914563,0.5631764607793024,0.7327278461707587,0.2131249618505535,True,0.7258303523465606,0.7396253399949568,True,optimal,0.38566452230750026
3.0,0.2,44,-0.14886284659895999,0.5427532293159946,0.6916160759149546,0.2131249618505535,True,0.687927101843073,0.6953050499868361,True,optimal,0.40805791120614043
3.0,0.2,45,-0.14595758691664185,0.552353927263763,0.6983115141804048,0.2131249618505535,True,0.6777362212023221,0.7188868071584875,True,optimal,0.38351950515759536
3.0,0.2,42,-0.1251186364685979,0.5663695363264183,0.6914881727950162,0.2131249618505535,True,0.7042338911335664,0.678742454456466,True,optimal,0.393157675922129
3.0,0.2,48,-0.16180079649445278,0.5637495507520827,0.7255503472465354,0.2131249618505535,True,0.7181493403125507,0.7329513541805202,True,optimal,0.4010070539862607
3.0,0.2,46,-0.13341997727115262,0.5484323326173579,0.6818523098885105,0.2131249618505535,True,0.6937099189978624,0.6699947007791587,True,optimal,0.4060071849611495
3.0,0.2,47,-0.14385146766322388,0.5720344823140204,0.7158859499772443,0.2131249618505535,True,0.7622860962854539,0.6694858036690348,True,optimal,0.39610349893687524
3.0,0.2,49,-0.14462675899893795,0.5514310468557015,0.6960578058546395,0.2131249618505535,True,0.6906641441033166,0.7014514676059624,True,optimal,0.4010737044178426
3.0,0.2,50,-0.13839079017014555,0.5574426943623184,0.695833484532464,0.2131249618505535,True,0.6983335091179932,0.6933334599469347,True,optimal,0.4027375329877477
3.0,0.2,51,-0.14845056315151017,0.5692006178628294,0.7176511810143396,0.2131249618505535,True,0.7212787557696445,0.7140236062590346,True,optimal,0.3947084942371444
3.0,0.2,52,-0.13178255373528414,0.5738140210657164,0.7055965748010006,0.2131249618505535,True,0.7052436532682258,0.7059494963337754,True,optimal,0.401044376145819
3.0,0.2,54,-0.12305427428042714,0.5391997795592058,0.662254053839633,0.2131249618505535,True,0.6476843847436946,0.6768237229355714,True,optimal,0.4055913177206957
3.0,0.2,56,-0.17186602015483554,0.5607106894619855,0.7325767096168211,0.2131249618505535,True,0.7472607957038437,0.7178926235297984,True,optimal,0.40619800815464213
3.0,0.2,57,-0.14147381514416923,0.5416701242329923,0.6831439393771616,0.2131249618505535,True,0.6840120665748599,0.6822758121794632,True,optimal,0.3962586019742125
3.0,0.2,53,-0.11423334686629438,0.5814647201756227,0.6956980670419171,0.2131249618505535,True,0.7083559616347823,0.6830401724490518,True,optimal,0.39425267737867475
3.0,0.2,58,-0.1645923996383838,0.5753504559705446,0.7399428556089284,0.2131249618505535,True,0.736664403346931,0.7432213078709258,True,optimal,0.39864614053411984
3.0,0.2,55,-0.14940367394842458,0.5824308905878092,0.7318345645362337,0.2131249618505535,True,0.7169547057469257,0.7467144233255418,True,optimal,0.3961570265918093
3.0,0.2,59,-0.13495986048394204,0.555578954329608,0.6905388148135501,0.2131249618505535,True,0.6716200541494028,0.7094575754776973,True,optimal,0.39894197259168307
3.0,0.2,60,-0.13053462397519733,0.5494124842741712,0.6799471082493685,0.2131249618505535,True,0.7074966339529103,0.6523975825458268,True,optimal,0.3976076636172261
3.0,0.2,61,-0.14238314481793946,0.5660555560281323,0.7084387008460717,0.2131249618505535,True,0.7071178406418581,0.7097595610502854,True,optimal,0.3951097015363607
3.0,0.2,62,-0.1406720791740117,0.5761598980000836,0.7168319771740953,0.2131249618505535,True,0.7126753439747715,0.7209886103734191,True,optimal,0.4022819856555758
3.0,0.2,63,-0.12190725375662492,0.5604165137255966,0.6823237674822216,0.2131249618505535,True,0.6974860411350303,0.6671614938294128,True,optimal,0.39540801466639275
3.0,0.2,65,-0.12083403234220436,0.5806622772119611,0.7014963095541654,0.2131249618505535,True,0.7074394789811689,0.695553140127162,True,optimal,0.40201005025125625
3.0,0.2,67,-0.17613491756000854,0.5486973700266337,0.7248322875866422,0.2131249618505535,True,0.7112364105355629,0.7384281646377215,True,optimal,0.3896925068547612
3.0,0.2,64,-0.1470312013119751,0.549092293638207,0.6961234949501821,0.2131249618505535,True,0.673354970278182,0.7188920196221822,True,optimal,0.40926160330464
3.0,0.2,69,-0.13998544791868783,0.5533686277288631,0.6933540756475509,0.2131249618505535,True,0.7101497155143677,0.6765584357807342,True,optimal,0.39616272019626697
3.0,0.2,68,-0.1437453764373141,0.5770981620888489,0.720843538526163,0.2131249618505535,True,0.7402298750914429,0.7014572019608831,True,optimal,0.4008300971953399
3.0,0.2,66,-0.13014822395372705,0.5476795201795202,0.6778277441332472,0.2131249618505535,True,0.705035449516517,0.6506200387499774,True,optimal,0.41023876065217546
3.0,0.2,70,-0.14556571397298124,0.5656832216994135,0.7112489356723948,0.2131249618505535,True,0.709364442910561,0.7131334284342286,True,optimal,0.40759187788985085
3.0,0.2,71,-0.12283911116462898,0.5546090011475859,0.6774481123122149,0.2131249618505535,True,0.6616441469746472,0.6932520776497826,True,optimal,0.4039574788549415
3.0,0.2,72,-0.14811146070730008,0.5690237392743657,0.7171351999816657,0.2131249618505535,True,0.7132985694169716,0.7209718305463599,True,optimal,0.40398612402697964
3.0,0.2,75,-0.15699829638803586,0.5727635646467176,0.7297618610347535,0.2131249618505535,True,0.7251175359152093,0.7344061861542976,True,optimal,0.3931909176768512
3.0,0.2,73,-0.14393159680705447,0.5674888342885003,0.7114204310955548,0.2131249618505535,True,0.7117767202329595,0.71106414195815,True,optimal,0.39753848194612473
3.0,0.2,76,-0.13356157295922455,0.5510386956655415,0.6846002686247661,0.2131249618505535,True,0.6681008881647978,0.7010996490847343,True,optimal,0.3977271781769167
3.0,0.2,78,-0.12330170246652983,0.5583646456611622,0.681666348127692,0.2131249618505535,True,0.684307098698318,0.679025597557066,True,optimal,0.4037747076356203
3.0,0.2,74,-0.12899474967021096,0.5721590281306006,0.7011537778008116,0.2131249618505535,True,0.7122404042915069,0.6900671513101162,True,optimal,0.3988621809334897
3.0,0.2,79,-0.15929229327085792,0.5578680290643622,0.7171603223352201,0.2131249618505535,True,0.706659858050539,0.7276607866199012,True,optimal,0.39819086987616104
3.0,0.2,81,-0.13327158534302253,0.5459271823250745,0.6791987676680971,0.2131249618505535,True,0.6495863525996273,0.7088111827365668,True,optimal,0.41138418525201237
3.0,0.2,77,-0.12926912072115504,0.5646880077304065,0.6939571284515615,0.2131249618505535,True,0.7038078824061906,0.6841063744969325,True,optimal,0.40889472020992756
3.0,0.2,80,-0.14428981410362662,0.5661217363050209,0.7104115504086476,0.2131249618505535,True,0.7114441385234558,0.7093789622938393,True,optimal,0.3968630511769039
3.0,0.2,82,-0.12808904148124955,0.5649341656498523,0.6930232071311019,0.2131249618505535,True,0.6908638622696677,0.6951825519925361,True,optimal,0.3955456383428768
3.0,0.2,83,-0.14137531503626188,0.5607375329936305,0.7021128480298924,0.2131249618505535,True,0.6906803167017284,0.7135453793580564,True,optimal,0.41635389004831347
3.0,0.2,84,-0.12170396983877929,0.5566628508727929,0.6783668207115722,0.2131249618505535,True,0.66757186123872,0.6891617801844243,True,optimal,0.3965902067625857
3.0,0.2,87,-0.162310280837623,0.5453114933428358,0.7076217741804588,0.2131249618505535,True,0.724607465813154,0.6906360825477635,True,optimal,0.3977983801854217
3.0,0.2,86,-0.13956542305173814,0.5807174405824976,0.7202828636342358,0.2131249618505535,True,0.6983246301910948,0.7422410970773767,True,optimal,0.4060950384131934
3.0,0.2,85,-0.13475968524647053,0.5380364206351934,0.6727961058816639,0.2131249618505535,True,0.6724372068107687,0.6731550049525592,True,optimal,0.397236103604673
3.0,0.2,89,-0.11175378950343617,0.5727047321875706,0.6844585216910067,0.2131249618505535,True,0.6711788259833531,0.6977382173986604,True,optimal,0.391823942846134
3.0,0.2,90,-0.13525588914118059,0.5618992109147256,0.6971551000559062,0.2131249618505535,True,0.7173669423851254,0.676943257726687,True,optimal,0.4000140003500088
3.0,0.2,88,-0.13332017064447732,0.5623219401363541,0.6956421107808314,0.2131249618505535,True,0.7035542842356848,0.687729937325978,True,optimal,0.38987809664427764
3.0,0.2,91,-0.13885538353031912,0.5739960104520881,0.7128513939824073,0.2131249618505535,True,0.702674815670441,0.7230279722943735,True,optimal,0.40700122335354916
4.0,0.05,42,0.17488136353140216,0.26636953632641847,0.09148817279501631,0.2131249618505535,True,0.10423389113356651,0.0787424544564661,True,optimal,0.4173561030243673
4.0,0.05,43,0.13044861460854368,0.2631764607793025,0.13272784617075883,0.2131249618505535,True,0.1258303523465607,0.13962533999495697,True,optimal,0.4103631984584586
4.0,0.05,44,0.1511371534010399,0.24275322931599452,0.09161607591495463,0.2131249618505535,True,0.08792710184307317,0.09530504998683609,True,optimal,0.4327392787966725
4.0,0.05,46,0.1665800227288473,0.24843233261735798,0.08185230988851067,0.2131249618505535,True,0.09370991899786252,0.06999470077915881,True,optimal,0.42901638864262215
4.0,0.05,47,0.156148532336776,0.27203448231402044,0.11588594997724444,0.2131249618505535,True,0.16228609628545398,0.0694858036690349,True,optimal,0.42150160415759697
4.0,0.05,49,0.15537324100106198,0.2514310468557016,0.09605780585463963,0.2131249618505535,True,0.09066414410331669,0.10145146760596258,True,optimal,0.42453940838896176
4.0,0.05,50,0.16160920982985438,0.25744269436231854,0.09583348453246415,0.2131249618505535,True,0.09833350911799332,0.09333345994693498,True,optimal,0.42760922663164824
4.0,0.05,45,0.1540424130833581,0.25235392726376304,0.09831151418040496,0.2131249618505535,True,0.07773622120232226,0.11888680715848765,True,optimal,0.4071463226050913
4.0,0.05,51,0.15154943684848965,0.26920061786282945,0.1176511810143398,0.2131249618505535,True,0.12127875576964464,0.11402360625903496,True,optimal,0.41753954446545494
4.0,0.05,48,0.1381992035055471,0.26374955075208273,0.12555034724653563,0.2131249618505535,True,0.11814934031255087,0.1329513541805204,True,optimal,0.42663255842532444
4.0,0.05,52,0.16821744626471585,0.2738140210657165,0.10559657480100065,0.2131249618505535,True,0.10524365326822593,0.10594949633377537,True,optimal,0.4266028386131162
4.0,0.05,53,0.1857666531337055,0.2814647201756227,0.09569806704191719,0.2131249618505535,True,0.10835596163478234,0.08304017244905204,True,optimal,0.41840919564579393
4.0,0.05,54,,,,0.2131249618505535,False,,,False,infeasible,0.4253893775108363
4.0,0.05,55,0.15059632605157536,0.2824308905878093,0.13183456453623393,0.2131249618505535,True,0.11695470574692579,0.14671442332554208,True,optimal,0.421519345432389
4.0,0.05,58,0.1354076003616161,0.2753504559705445,0.13994285560892844,0.2131249618505535,True,0.13666440334693108,0.1432213078709258,True,optimal,0.41867819181617105
4.0,0.05,56,0.1281339798451644,0.26071068946198567,0.13257670961682128,0.2131249618505535,True,0.14726079570384376,0.11789262352979879,True,optimal,0.4298232627371269
4.0,0.05,57,0.15852618485583064,0.2416701242329925,0.08314393937716186,0.2131249618505535,True,0.08401206657486016,0.08227581217946356,True,optimal,0.42375411900947846
4.0,0.05,60,0.1694653760248026,0.24941248427417123,0.07994710824936863,0.2131249618505535,True,0.10749663395291054,0.052397582545826715,True,optimal,0.4236180677788908
4.0,0.05,61,0.15761685518206042,0.2660555560281323,0.10843870084607188,0.2131249618505535,True,0.10711784064185836,0.10975956105028539,True,optimal,0.417142254136599
4.0,0.05,59,0.1650401395160579,0.2555789543296082,0.0905388148135503,0.2131249618505535,True,0.07162005414940309,0.10945757547769752,True,optimal,0.4209047743328782
4.0,0.05,62,0.15932792082598818,0.2761598980000836,0.11683197717409544,0.2131249618505535,True,0.11267534397477164,0.12098861037341924,True,optimal,0.4295277901965433
4.0,0.05,64,0.15296879868802477,0.24909229363820706,0.0961234949501823,0.2131249618505535,True,0.07335497027818227,0.11889201962218232,True,optimal,0.43115794721785816
4.0,0.05,63,0.178092746243375,0.26041651372559665,0.08232376748222164,0.2131249618505535,True,0.09748604113503045,0.06716149382941283,True,optimal,0.41869136115415906
4.0,0.05,65,0.17916596765779558,0.28066227721196124,0.10149630955416566,0.2131249618505535,True,0.10743947898116912,0.0955531401271622,True,optimal,0.4265326633165829
4.0,0.05,68,0.15625462356268582,0.2770981620888489,0.12084353852616309,0.2131249618505535,True,0.1402298750914428,0.10145720196088337,True,optimal,0.4240579706434777
